Tipo de alojamiento;Codigo_CA;Comunidad;Residencia: Nivel 2;Año;Mes;Total;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2024;1;595346;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;12;541561;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;11;586649;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;10;839583;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;9;917581;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;8;1151290;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;7;1052470;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;6;978865;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;5;937531;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;4;815492;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;3;805189;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;2;607126;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2024;1;490786;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;12;326018;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;11;330683;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;10;410411;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;9;477553;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;8;668436;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;7;607104;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;6;571156;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;5;492600;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;4;418491;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;3;461706;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;2;348916;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2024;1;271620;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;12;215544;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;11;255966;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;10;429172;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;9;440028;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;8;482853;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;7;445366;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;6;407709;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;5;444932;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;4;397001;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;3;343483;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;2;258210;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2024;1;219166;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;12;103260;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;11;113054;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;10;134853;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;9;144031;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;8;180029;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;7;141538;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;6;130400;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;5;136088;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;4;128599;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;3;121278;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;2;90527;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2024;1;75809;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;12;87821;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;11;96404;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;10;109849;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;9;114904;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;8;144686;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;7;115605;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;6;107571;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;5;109695;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;4;102625;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;3;102429;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;2;76538;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2024;1;62679;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;12;15439;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;11;16649;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;10;25004;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;9;29127;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;8;35343;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;7;25933;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;6;22829;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;5;26393;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;4;25974;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;3;18849;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;2;13989;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2024;1;13130;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;12;271437;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;11;300240;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;10;503674;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;9;629426;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;8;769262;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;7;616926;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;6;533894;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;5;544048;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;4;402773;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;3;306585;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;2;204565;;
Encuesta de Ocupación Hotelera;12;Galicia;;2024;1;174064;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;12;213482;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;11;231582;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;10;301552;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;9;362789;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;8;568949;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;7;446334;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;6;323525;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;5;287385;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;4;238761;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;3;235969;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;2;165807;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2024;1;139743;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;12;57956;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;11;68657;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;10;202123;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;9;266637;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;8;200312;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;7;170592;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;6;210369;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;5;256663;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;4;164012;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;3;70616;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;2;38758;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2024;1;34322;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;12;1058633;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;11;1125101;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;10;1228195;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;9;1170483;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;8;1025471;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;7;1173350;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;6;1189952;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;5;1231218;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;4;1126754;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;3;1094034;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;2;972927;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2024;1;895214;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;12;606856;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;11;591976;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;10;563246;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;9;536583;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;8;469667;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;7;575463;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;6;598737;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;5;582493;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;4;517185;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;3;578912;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;2;543763;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2024;1;490157;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;12;451778;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;11;533125;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;10;664949;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;9;633900;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;8;555803;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;7;597887;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;6;591215;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;5;648725;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;4;609568;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;3;515122;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;2;429164;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2024;1;405057;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;12;95159;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;11;103454;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;10;134359;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;9;139084;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;8;167884;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;7;164923;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;6;141772;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;5;135415;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;4;122343;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;3;118517;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;2;97915;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2024;1;74429;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;12;79963;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;11;84276;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;10;100225;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;9;103364;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;8;120817;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;7;123584;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;6;112292;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;5;105307;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;4;95149;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;3;96675;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;2;77630;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2024;1;58041;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;12;15196;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;11;19179;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;10;34134;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;9;35720;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;8;47067;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;7;41339;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;6;29481;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;5;30109;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;4;27194;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;3;21843;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;2;20285;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2024;1;16388;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;12;67369;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;11;74562;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;10;100296;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;9;111756;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;8;126963;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;7;105287;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;6;98258;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;5;108646;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;4;92264;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;3;79429;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;2;54293;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2024;1;46096;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;12;54939;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;11;60877;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;10;74951;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;9;69038;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;8;82111;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;7;66598;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;6;68316;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;5;67844;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;4;61430;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;3;62647;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;2;44277;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2024;1;36618;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;12;12429;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;11;13685;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;10;25345;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;9;42718;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;8;44852;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;7;38688;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;6;29943;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2024;5;40802;;
